AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
kk nagar,partial,1,other,nosewr,paved,RL,17,1747,82,2.0,1.0,4,10784680
karapakkam,abnormal,1,commercial,elo,noaccess,I,43,1342,183,2.0,2.0,4,9594250
t nagar,adjland,0,house,nosewr,noaccess,RM,27,2000,31,2.0,1.0,5,13596890
velachery,family,0,other,nosewr,gravel,RH,11,1987,158,3.0,2.0,5,11156320
karapakkam,family,0,other,allpub,gravel,C,17,1567,2,2.0,2.0,4,7725875
karapakkam,partial,0,commercial,allpub,noaccess,RM,34,1188,187,1.0,1.0,3,9819500
adyar,family,0,house,nosewr,noaccess,A,32,737,12,1.0,1.0,2,3869180
karapakkam,adjland,1,other,nosewr,paved,C,13,785,63,1.0,1.0,2,5852625
kk nagar,abnormal,0,house,nosewr,paved,RH,21,2078,13,3.0,2.0,5,9696820
adyar,family,1,commercial,allpub,noaccess,RH,10,647,45,1.0,1.0,2,9574550
karapakkam,adjland,1,other,allpub,noaccess,A,16,1171,111,1.0,1.0,3,6102625
kk nagar,partial,1,commercial,nosewr,gravel,RM,18,2435,124,4.0,2.0,6,20246360
velachery,adjland,1,commercial,allpub,paved,RL,16,1805,29,3.0,2.0,5,16930470
karapakkam,normalsale,0,house,allpub,gravel,A,17,1145,38,1.0,1.0,3,5510250
karapakkam,normalsale,0,house,allpub,paved,RL,28,971,15,1.0,1.0,3,6530500
karapakkam,abnormal,1,other,nosewr,gravel,RL,39,1657,78,2.0,2.0,4,10147125
velachery,adjland,1,house,nosewr,noaccess,RH,5,1638,16,2.0,1.0,4,9705900
adyar,normalsale,1,commercial,elo,paved,RL,5,1284,141,2.0,2.0,4,16107475
adyar,abnormal,0,other,elo,noaccess,A,6,1273,66,2.0,2.0,4,7451690
chrompet,normalsale,1,house,elo,gravel,RL,20,1185,188,1.0,1.0,3,10163000
t nagar,family,1,commercial,nosewr,gravel,RL,5,1538,161,1.0,1.0,4,19376950
kk nagar,normalsale,0,other,allpub,paved,RH,30,1929,84,3.0,2.0,5,10173980
kk nagar,abnormal,1,house,nosewr,paved,RM,15,1656,30,2.0,1.0,4,10910100
adyar,family,1,commercial,nosewr,gravel,I,15,1287,9,2.0,2.0,4,15013625
t nagar,abnormal,0,other,nosewr,noaccess,RH,32,1749,118,1.0,1.0,4,11713410
anna nagar,family,0,commercial,allpub,noaccess,RL,17,1585,188,1.0,1.0,4,17382790
t nagar,normalsale,1,other,nosewr,paved,RM,34,1962,180,2.0,1.0,5,15862990
kk nagar,normalsale,0,house,nosewr,paved,RL,14,1425,106,2.0,1.0,4,8677280
karapakkam,normalsale,1,commercial,nosewr,paved,I,26,884,11,1.0,1.0,2,8282500
chrompet,normalsale,0,other,nosewr,noaccess,RH,10,1052,159,1.0,1.0,3,7926740
t nagar,partial,0,house,nosewr,gravel,RL,31,1756,12,1.0,1.0,4,12093570
karapakkam,abnormal,1,house,allpub,gravel,RM,38,523,148,1.0,1.0,2,7390000
velachery,family,1,other,nosewr,paved,RM,22,1524,33,2.0,1.0,4,11053290
t nagar,partial,1,other,nosewr,noaccess,RM,43,1949,137,2.0,1.0,5,14464930
chrompet,adjland,0,other,nosewr,gravel,RL,22,1263,61,2.0,1.0,4,10637010
kk nagar,family,1,house,allpub,paved,RL,18,1917,106,3.0,2.0,5,11045960
kk nagar,partial,0,house,nosewr,paved,RH,20,1401,100,2.0,1.0,4,7410200
chrompet,family,0,other,allpub,gravel,RM,17,723,8,1.0,1.0,2,8645860
t nagar,normalsale,0,commercial,nosewr,paved,RH,37,1660,156,1.0,1.0,4,17787740
chrompet,partial,1,house,elo,gravel,RH,5,895,191,1.0,1.0,3,8514750
anna nagar,partial,1,house,elo,gravel,RM,45,1889,160,2.0,1.0,5,13841050
chrompet,adjland,0,other,nosewr,paved,RH,25,1199,187,1.0,1.0,3,9160580
karapakkam,adjland,1,commercial,allpub,noaccess,I,14,782,95,1.0,1.0,2,7794500
anna nagar,partial,1,other,nosewr,paved,RL,25,1571,124,1.0,1.0,4,12946530
kk nagar,normalsale,1,commercial,nosewr,paved,RL,24,1848,178,3.0,2.0,5,15883280
chrompet,adjland,1,other,nosewr,noaccess,RL,20,1131,64,1.0,1.0,3,10089670
karapakkam,adjland,1,house,allpub,noaccess,A,21,1062,15,1.0,1.0,3,5335750
kk nagar,adjland,1,house,allpub,paved,RM,24,1983,148,3.0,2.0,5,12126880
velachery,adjland,0,house,nosewr,gravel,C,20,1572,1,2.0,1.0,4,8165450
anna nagar,family,0,other,elo,gravel,RH,32,1535,149,1.0,1.0,4,11484740
t nagar,normalsale,1,commercial,nosewr,gravel,RM,32,1818,193,2.0,1.0,5,22024740
kk nagar,partial,1,other,nosewr,gravel,RH,27,1484,54,2.0,1.0,4,9771020
kk nagar,adjland,0,other,nosewr,gravel,RH,15,2189,60,3.0,2.0,5,12071880
chrompet,partial,0,commercial,allpub,noaccess,RL,17,1203,171,2.0,1.0,4,12925550
kk nagar,partial,1,commercial,allpub,gravel,RM,24,1610,140,2.0,1.0,4,15387480
adyar,abnormal,1,house,nosewr,paved,A,7,863,26,1.0,1.0,3,6637005
karapakkam,partial,0,other,allpub,gravel,RL,20,985,61,1.0,1.0,3,7446875
karapakkam,abnormal,0,commercial,allpub,paved,RH,38,1623,47,2.0,2.0,4,11658500
adyar,partial,0,house,elo,gravel,C,29,1019,153,1.0,1.0,3,6663435
karapakkam,family,1,house,nosewr,paved,RM,9,1575,4,2.0,2.0,4,9894250
chrompet,abnormal,0,other,nosewr,noaccess,RM,9,802,161,1.0,1.0,3,7968490
t nagar,normalsale,0,other,nosewr,noaccess,RH,34,1846,190,2.0,1.0,5,12403760
chrompet,adjland,0,other,allpub,paved,RL,15,759,131,1.0,1.0,2,8149280
kk nagar,abnormal,0,commercial,nosewr,paved,RL,30,2060,159,3.0,2.0,5,16012600
kk nagar,partial,1,other,nosewr,gravel,RM,19,1503,183,2.0,1.0,4,11121040
velachery,partial,1,house,nosewr,noaccess,RL,49,1853,17,3.0,2.0,5,9462230
t nagar,adjland,1,commercial,nosewr,paved,RL,37,1739,16,1.0,1.0,4,20477590
karapakkam,family,1,commercial,nosewr,paved,RM,50,766,38,1.0,1.0,2,8755500
chrompet,abnormal,1,other,allpub,noaccess,RL,26,857,27,1.0,1.0,3,8471590
t nagar,partial,0,house,elo,gravel,RM,39,1887,108,2.0,1.0,5,13024030
karapakkam,normalsale,0,house,nosewr,noaccess,RM,7,1502,98,2.0,2.0,4,8215250
velachery,family,0,other,nosewr,noaccess,A,30,1568,109,2.0,1.0,4,6361850
chrompet,partial,0,commercial,nosewr,noaccess,RM,22,918,190,1.0,1.0,3,10929300
adyar,normalsale,0,commercial,allpub,gravel,RH,40,1289,70,2.0,2.0,4,14634500
kk nagar,adjland,0,other,nosewr,gravel,RM,20,1941,34,3.0,2.0,5,12228420
velachery,abnormal,1,other,nosewr,noaccess,RL,23,1730,146,2.0,1.0,4,10494410
velachery,normalsale,1,commercial,elo,gravel,A,27,1513,128,2.0,1.0,4,12350640
velachery,family,1,house,nosewr,noaccess,RH,24,1762,142,2.0,1.0,4,9071080
anna nagar,partial,1,house,allpub,noaccess,RH,33,1970,65,2.0,1.0,5,12450910
velachery,abnormal,0,commercial,nosewr,noaccess,I,45,1702,129,2.0,1.0,4,12225650
velachery,partial,0,house,nosewr,noaccess,C,21,1726,19,2.0,1.0,4,6804640
chrompet,family,1,commercial,nosewr,gravel,RL,9,1243,164,2.0,1.0,4,15495150
velachery,partial,1,commercial,elo,gravel,A,14,1550,53,2.0,1.0,4,12456680
kk nagar,adjland,1,commercial,allpub,gravel,RH,14,1830,123,3.0,2.0,5,16312280
karapakkam,abnormal,1,house,nosewr,gravel,RM,33,1435,76,2.0,2.0,4,9753250
velachery,partial,1,other,elo,paved,RH,5,1729,105,2.0,1.0,4,10629750
t nagar,adjland,1,commercial,allpub,gravel,RM,18,1572,113,1.0,1.0,4,20715860
chrompet,adjland,1,commercial,nosewr,gravel,RH,16,1145,74,1.0,1.0,3,14297200
chrompet,abnormal,1,other,elo,noaccess,RH,30,1043,143,1.0,1.0,3,8317410
karapakkam,normalsale,0,other,nosewr,paved,RM,44,1332,137,1.0,1.0,3,8261500
karapakkam,family,1,commercial,elo,noaccess,I,15,608,41,1.0,1.0,2,6206250
adyar,partial,1,commercial,nosewr,noaccess,I,31,676,67,1.0,1.0,2,8400465
velachery,adjland,1,other,nosewr,gravel,RH,36,1685,175,2.0,1.0,4,11104320
adyar,adjland,0,other,nosewr,gravel,C,39,658,175,1.0,1.0,2,6083885
chrompet,adjland,0,other,nosewr,paved,RL,32,1008,99,1.0,1.0,3,8836160
anna nagar,family,0,other,elo,noaccess,RM,31,1924,36,2.0,1.0,5,13620040
kk nagar,adjland,0,commercial,nosewr,gravel,RH,13,2112,77,3.0,2.0,5,16756460
chrompet,normalsale,1,commercial,nosewr,gravel,RH,37,917,177,1.0,1.0,3,11889950
karapakkam,abnormal,1,other,elo,noaccess,RL,8,1353,20,2.0,2.0,4,8573875
anna nagar,abnormal,1,other,allpub,paved,RL,20,1694,161,1.0,1.0,4,14054970
anna nagar,adjland,1,commercial,allpub,noaccess,RH,43,1625,192,1.0,1.0,4,18316110
anna nagar,normalsale,1,other,allpub,noaccess,RL,5,1882,45,2.0,1.0,5,14761860
t nagar,normalsale,1,commercial,allpub,noaccess,RM,23,1924,80,2.0,1.0,5,22123260
chrompet,abnormal,0,commercial,nosewr,noaccess,RM,28,894,89,1.0,1.0,3,10882400
karapakkam,normalsale,1,other,nosewr,noaccess,RL,40,904,82,1.0,1.0,3,6863000
adyar,adjland,0,house,nosewr,gravel,RH,34,1279,190,2.0,2.0,4,9792910
velachery,abnormal,0,other,elo,gravel,RM,47,1547,23,2.0,1.0,4,10090590
karapakkam,family,0,house,allpub,paved,RH,25,626,193,1.0,1.0,2,5072750
t nagar,partial,0,other,nosewr,noaccess,RM,44,1673,32,1.0,1.0,4,12156320
chrompet,partial,1,other,nosewr,gravel,RH,14,1296,65,2.0,1.0,4,10741020
kk nagar,partial,0,commercial,nosewr,gravel,RH,6,2194,73,3.0,2.0,5,16805520
kk nagar,partial,0,commercial,nosewr,paved,RL,16,1678,200,2.0,1.0,4,13586120
chrompet,adjland,1,house,elo,noaccess,RM,18,702,190,1.0,1.0,2,8021300
adyar,partial,1,house,elo,noaccess,RH,27,1067,55,1.0,1.0,3,7960405
chrompet,family,1,commercial,nosewr,paved,RH,25,980,90,1.0,1.0,3,11847350
kk nagar,adjland,1,house,nosewr,paved,RM,20,1989,185,3.0,2.0,5,11985600
chrompet,normalsale,0,commercial,nosewr,paved,RL,35,1257,163,2.0,1.0,4,13788450
chrompet,normalsale,1,other,allpub,gravel,RH,21,1069,55,1.0,1.0,3,10080280
karapakkam,abnormal,0,commercial,nosewr,noaccess,RL,13,606,86,1.0,1.0,2,6564750
karapakkam,partial,1,house,nosewr,gravel,RL,36,1449,49,2.0,2.0,4,8861500
karapakkam,family,0,house,nosewr,paved,RM,12,1154,170,1.0,1.0,3,7880000
adyar,family,0,commercial,nosewr,gravel,RM,33,927,72,1.0,1.0,3,12682895
karapakkam,family,1,other,elo,gravel,RL,31,1613,151,2.0,2.0,4,10169625
velachery,adjland,1,house,allpub,gravel,RM,55,1851,106,3.0,2.0,5,11959100
velachery,family,0,commercial,nosewr,noaccess,C,45,1511,128,2.0,1.0,4,10391900
kk nagar,abnormal,0,other,nosewr,paved,RH,29,1765,6,2.0,1.0,4,9338880
karapakkam,normalsale,1,commercial,elo,noaccess,RM,17,1238,63,1.0,1.0,3,11329750
chrompet,family,1,house,elo,gravel,RH,23,934,3,1.0,1.0,3,8469050
chrompet,family,1,house,nosewr,paved,RL,36,754,92,1.0,1.0,2,7705800
t nagar,partial,1,other,allpub,paved,RL,10,1736,60,1.0,1.0,4,14057180
chrompet,abnormal,1,house,nosewr,gravel,RH,33,980,18,1.0,1.0,3,8621500
karapakkam,adjland,0,commercial,nosewr,paved,I,46,1299,114,1.0,1.0,3,9338500
karapakkam,normalsale,0,other,nosewr,paved,RH,36,849,118,1.0,1.0,2,5668875
kk nagar,adjland,1,other,allpub,paved,RH,21,1450,169,2.0,1.0,4,10040420
t nagar,partial,1,house,nosewr,paved,RM,31,1634,11,1.0,1.0,4,12730270
karapakkam,adjland,1,commercial,nosewr,paved,I,6,1320,57,1.0,1.0,3,11071500
chrompet,adjland,1,house,elo,noaccess,RH,7,769,69,1.0,1.0,2,7261650
karapakkam,partial,1,house,nosewr,gravel,I,32,1150,32,1.0,1.0,3,6982000
chrompet,normalsale,0,other,allpub,paved,RH,36,908,39,1.0,1.0,3,7546960
karapakkam,abnormal,1,commercial,elo,gravel,RH,6,1668,141,2.0,2.0,4,13650500
kk nagar,adjland,0,house,nosewr,gravel,RH,6,1990,149,3.0,2.0,5,10652120
anna nagar,normalsale,0,other,nosewr,gravel,RH,35,1857,28,2.0,1.0,5,13378610
kk nagar,partial,1,commercial,nosewr,gravel,RL,14,2061,115,3.0,2.0,5,17265880
kk nagar,abnormal,0,house,allpub,gravel,RL,11,1668,14,2.0,1.0,4,10044620
kk nagar,normalsale,0,house,allpub,gravel,RL,26,1444,198,2.0,1.0,4,9153720
chrompet,partial,1,other,nosewr,paved,RH,29,1121,106,1.0,1.0,3,9089520
kk nagar,normalsale,1,house,nosewr,paved,RH,23,1514,4,2.0,1.0,4,9075660
chrompet,abnormal,1,house,allpub,noaccess,RL,4,1256,34,2.0,1.0,4,9957800
karapakkam,abnormal,1,other,nosewr,noaccess,RH,19,672,103,1.0,1.0,2,5805250
adyar,family,1,commercial,allpub,gravel,RL,37,908,112,1.0,1.0,3,13087155
karapakkam,normalsale,1,house,elo,paved,RL,18,1631,22,2.0,2.0,4,9314000
adyar,normalsale,1,other,allpub,gravel,RL,37,1001,58,1.0,1.0,3,10533755
velachery,normalsale,0,commercial,allpub,paved,A,48,1618,8,2.0,1.0,4,11462310
kk nagar,adjland,1,other,nosewr,paved,RH,20,2340,129,4.0,2.0,6,12948200
karapakkam,adjland,0,other,nosewr,noaccess,RH,50,1159,121,1.0,1.0,3,6149625
velachery,abnormal,1,other,allpub,paved,RH,25,1775,43,2.0,1.0,4,11031600
chrompet,partial,0,commercial,nosewr,gravel,RM,19,1008,30,1.0,1.0,3,12713050
velachery,normalsale,1,commercial,allpub,paved,RM,12,1563,57,2.0,1.0,4,15664740
kk nagar,normalsale,1,house,allpub,gravel,RL,6,1723,35,2.0,1.0,4,11265520
velachery,normalsale,0,commercial,elo,noaccess,RM,47,1543,55,2.0,1.0,4,12900790
chrompet,adjland,0,other,elo,gravel,RL,29,1231,161,2.0,1.0,4,10271420
t nagar,family,0,other,nosewr,paved,RL,32,1995,111,2.0,1.0,5,14154840
kk nagar,adjland,0,other,nosewr,paved,RM,28,2113,28,3.0,2.0,5,12160420
t nagar,partial,1,commercial,nosewr,gravel,RM,24,1849,93,2.0,1.0,5,22084180
chrompet,adjland,1,other,nosewr,paved,RH,12,1095,144,1.0,1.0,3,9953350
karapakkam,adjland,0,commercial,nosewr,paved,RH,46,1057,187,1.0,1.0,3,8788500
karapakkam,partial,1,house,nosewr,gravel,I,25,841,187,1.0,1.0,2,6266250
adyar,adjland,1,house,elo,gravel,C,34,693,80,1.0,1.0,2,6879510
anna nagar,partial,0,house,allpub,gravel,RL,24,1666,173,1.0,1.0,4,11991280
t nagar,adjland,1,commercial,allpub,gravel,RM,43,1517,131,1.0,1.0,4,19817860
anna nagar,family,0,commercial,allpub,gravel,RH,43,1854,72,2.0,1.0,5,19766360
adyar,abnormal,0,commercial,allpub,paved,A,38,789,117,1.0,1.0,2,8098070
chrompet,abnormal,1,house,elo,paved,RL,4,760,24,1.0,1.0,2,8274000
chrompet,family,0,other,allpub,paved,RH,11,1137,29,1.0,1.0,3,8912540
anna nagar,family,1,commercial,elo,gravel,RH,13,1687,6,1.0,1.0,4,19609810
karapakkam,family,1,house,nosewr,noaccess,C,13,984,183,1.0,1.0,3,5340750
karapakkam,abnormal,0,commercial,allpub,gravel,RH,14,1662,154,2.0,2.0,4,12825500
adyar,adjland,0,other,nosewr,paved,I,19,1065,75,1.0,1.0,3,8717385
kk nagar,family,0,other,nosewr,paved,RM,29,1621,101,2.0,1.0,4,9928200
chrompet,normalsale,1,other,nosewr,noaccess,RM,21,703,60,1.0,1.0,2,8231860
chrompet,abnormal,0,other,nosewr,gravel,RL,34,1221,62,2.0,1.0,4,9833270
kk nagar,family,0,commercial,nosewr,gravel,RH,11,1577,22,2.0,1.0,4,13277420
chrompet,normalsale,1,other,nosewr,paved,RM,4,989,193,1.0,1.0,3,10613930
kk nagar,adjland,1,other,allpub,gravel,RL,28,1368,6,2.0,1.0,4,10801520
kk nagar,family,1,commercial,nosewr,paved,RL,30,2365,128,4.0,2.0,6,18637600
anna nagar,normalsale,0,commercial,allpub,paved,RL,32,1525,119,1.0,1.0,4,17566590
adyar,adjland,1,house,nosewr,paved,I,19,1180,63,1.0,1.0,3,9397585
karapakkam,abnormal,0,other,nosewr,gravel,I,18,1122,58,1.0,1.0,3,6889250
anna nagar,partial,1,commercial,allpub,paved,RH,33,1775,152,1.0,1.0,4,19512010
anna nagar,family,0,other,allpub,noaccess,RL,30,1877,47,2.0,1.0,5,13064510
chrompet,abnormal,0,house,allpub,gravel,RM,17,760,127,1.0,1.0,2,8386750
kk nagar,family,0,other,allpub,paved,RH,17,2297,51,4.0,2.0,6,11569680
karapakkam,partial,1,other,nosewr,gravel,RL,9,787,43,1.0,1.0,2,7825375
kk nagar,abnormal,0,house,nosewr,paved,RH,28,2317,37,4.0,2.0,6,10502160
karapakkam,family,1,house,nosewr,gravel,C,34,749,187,1.0,1.0,2,5286000
velachery,family,0,house,nosewr,paved,RM,14,1616,188,2.0,1.0,4,9794230
adyar,abnormal,1,house,nosewr,paved,RH,25,1284,199,2.0,2.0,4,9885575
chrompet,abnormal,1,commercial,elo,noaccess,RM,38,756,176,1.0,1.0,2,10478100
chrompet,normalsale,0,house,elo,paved,RM,34,1238,132,2.0,1.0,4,9345900
chrompet,abnormal,1,house,nosewr,paved,RH,31,1236,41,2.0,1.0,4,9314050
t nagar,normalsale,0,other,allpub,paved,RM,42,1664,108,1.0,1.0,4,13251910
anna nagar,normalsale,0,commercial,nosewr,paved,RM,19,1537,37,1.0,1.0,4,18331880
velachery,partial,0,commercial,nosewr,paved,RH,44,1731,184,2.0,1.0,4,13478680
chrompet,adjland,1,house,nosewr,paved,RH,4,929,39,1.0,1.0,3,8907400
chrompet,normalsale,0,house,elo,gravel,RM,20,786,21,1.0,1.0,2,8185800
karapakkam,adjland,1,other,nosewr,paved,RH,14,1370,178,2.0,2.0,4,9125250
karapakkam,abnormal,0,house,nosewr,gravel,C,39,1685,58,2.0,2.0,4,6922750
t nagar,adjland,0,house,nosewr,paved,RM,30,1549,77,1.0,1.0,4,12133650
anna nagar,adjland,1,commercial,elo,paved,RH,18,1539,107,1.0,1.0,4,18200410
anna nagar,abnormal,0,other,nosewr,noaccess,RM,42,1898,111,2.0,1.0,5,13485130
chrompet,partial,1,commercial,nosewr,paved,RH,5,918,131,1.0,1.0,3,11762550
chrompet,abnormal,1,other,allpub,paved,RM,36,774,50,1.0,1.0,2,9104380
chrompet,partial,0,commercial,allpub,gravel,RH,37,1072,36,1.0,1.0,3,11935950
chrompet,adjland,1,other,elo,gravel,RH,22,1239,59,2.0,1.0,4,10881130
kk nagar,adjland,0,commercial,nosewr,gravel,RH,27,1362,96,2.0,1.0,4,12146740
t nagar,partial,1,other,nosewr,gravel,RL,32,1785,128,1.0,1.0,4,14128990
kk nagar,family,1,house,nosewr,gravel,RL,30,2181,104,3.0,2.0,5,11821400
kk nagar,abnormal,1,other,nosewr,paved,RM,29,2033,99,3.0,2.0,5,12528840
adyar,partial,0,commercial,nosewr,gravel,C,23,952,167,1.0,1.0,3,10552045
chrompet,abnormal,0,commercial,allpub,noaccess,RM,30,1066,176,1.0,1.0,3,12406100
chrompet,partial,1,commercial,allpub,paved,RM,30,1153,58,1.0,1.0,3,14377300
velachery,partial,1,house,elo,noaccess,RH,15,1849,190,3.0,2.0,5,9487400
karapakkam,partial,1,house,elo,noaccess,I,32,1095,190,1.0,1.0,3,5472500
adyar,partial,1,other,allpub,noaccess,RM,33,1100,135,1.0,1.0,3,10252895
adyar,abnormal,0,house,allpub,gravel,RM,27,1300,72,2.0,2.0,4,10989305
t nagar,normalsale,0,house,allpub,paved,RH,32,1806,12,2.0,1.0,5,11838240
anna nagar,family,0,house,nosewr,paved,RL,12,1897,167,2.0,1.0,5,12624040
chrompet,partial,0,house,allpub,gravel,RH,23,1121,158,1.0,1.0,3,8288050
adyar,partial,0,commercial,nosewr,paved,RL,31,985,50,1.0,1.0,3,11903865
velachery,abnormal,1,other,allpub,gravel,C,20,1782,13,2.0,1.0,4,10274050
anna nagar,adjland,0,commercial,elo,paved,RH,26,1582,198,1.0,1.0,4,17398770
chrompet,abnormal,1,house,nosewr,noaccess,RL,6,1225,72,2.0,1.0,4,9680500
kk nagar,adjland,1,house,nosewr,gravel,RM,23,1727,25,2.0,1.0,4,11855060
velachery,adjland,1,commercial,elo,paved,RL,18,1712,29,2.0,1.0,4,15849210
adyar,family,1,other,nosewr,noaccess,I,21,1089,82,1.0,1.0,3,8585715
velachery,family,0,commercial,elo,paved,I,53,1532,80,2.0,1.0,4,11452010
kk nagar,abnormal,1,other,allpub,gravel,RH,14,1301,103,1.0,1.0,3,9675500
adyar,abnormal,0,other,allpub,noaccess,I,30,812,180,1.0,1.0,3,6285850
chrompet,family,0,house,allpub,gravel,RL,37,863,113,1.0,1.0,3,7813750
velachery,normalsale,1,house,nosewr,noaccess,RM,32,1686,78,2.0,1.0,4,10094840
karapakkam,normalsale,0,commercial,nosewr,paved,RM,37,1332,146,1.0,1.0,3,11235750
chrompet,normalsale,1,commercial,allpub,gravel,RM,37,969,184,1.0,1.0,3,13556150
adyar,normalsale,0,house,nosewr,paved,RH,35,1300,77,2.0,2.0,4,9023925
karapakkam,normalsale,1,other,elo,gravel,A,14,593,101,1.0,1.0,2,4863375
chrompet,abnormal,0,house,nosewr,paved,RH,36,809,56,1.0,1.0,3,6511200
karapakkam,normalsale,1,other,nosewr,noaccess,RH,7,1105,138,1.0,1.0,3,7511125
karapakkam,normalsale,0,other,nosewr,paved,A,35,542,178,1.0,1.0,2,3013500
karapakkam,abnormal,0,house,elo,gravel,RM,21,1608,10,2.0,2.0,4,9243750
kk nagar,abnormal,0,commercial,nosewr,gravel,RH,13,2271,168,4.0,2.0,6,17422860
kk nagar,partial,0,house,allpub,gravel,RH,10,1915,31,3.0,2.0,5,9917200
kk nagar,partial,0,commercial,nosewr,paved,RM,30,2152,69,3.0,2.0,5,16834800
adyar,adjland,0,other,nosewr,paved,C,39,1068,167,1.0,1.0,3,7586885
velachery,normalsale,0,house,allpub,paved,RH,54,1810,197,3.0,2.0,5,8907630
velachery,adjland,1,other,nosewr,noaccess,A,16,1939,149,3.0,2.0,5,9519320
anna nagar,abnormal,0,commercial,elo,noaccess,RM,25,1905,6,2.0,1.0,5,20591900
chrompet,abnormal,1,house,allpub,noaccess,RH,29,1057,33,1.0,1.0,3,8111350
velachery,family,1,commercial,nosewr,paved,RL,41,1920,84,3.0,2.0,5,16484920
t nagar,abnormal,0,house,nosewr,gravel,RL,10,1577,111,1.0,1.0,4,11992650
karapakkam,partial,1,other,elo,paved,C,16,787,37,1.0,1.0,2,5256625
t nagar,abnormal,1,house,elo,gravel,RM,34,1916,129,2.0,1.0,5,14715230
kk nagar,partial,1,other,allpub,paved,RM,22,1527,107,2.0,1.0,4,10829380
chrompet,family,0,house,allpub,gravel,RL,20,1248,77,2.0,1.0,4,9747000
velachery,partial,0,house,nosewr,gravel,RL,44,1555,120,2.0,1.0,4,8762530
kk nagar,adjland,0,commercial,allpub,paved,RH,27,2323,101,4.0,2.0,6,17529340
chrompet,abnormal,1,house,allpub,paved,RL,18,961,31,1.0,1.0,3,9198300
chrompet,abnormal,0,other,nosewr,paved,RM,11,849,22,1.0,1.0,3,8823380
velachery,normalsale,1,commercial,allpub,gravel,A,25,1938,70,3.0,2.0,5,15317750
chrompet,abnormal,0,other,allpub,gravel,RM,40,1147,31,1.0,1.0,3,10152390
anna nagar,abnormal,1,commercial,nosewr,gravel,RL,14,1976,82,2.0,1.0,5,22829130
karapakkam,partial,0,other,elo,paved,RL,6,973,51,1.0,1.0,3,6878875
kk nagar,partial,1,other,allpub,gravel,RM,7,1472,106,2.0,1.0,4,11506980
anna nagar,normalsale,0,other,allpub,paved,RM,28,1689,48,1.0,1.0,4,13454780
karapakkam,family,1,commercial,allpub,paved,RM,12,1208,83,1.0,1.0,3,12048000
adyar,normalsale,0,other,allpub,noaccess,RM,15,1268,185,2.0,2.0,4,10769525
t nagar,partial,0,house,nosewr,noaccess,RH,9,1640,26,1.0,1.0,4,10342830
adyar,normalsale,1,house,nosewr,noaccess,C,16,635,186,1.0,1.0,2,5597240
velachery,abnormal,1,house,nosewr,gravel,RH,26,1996,38,3.0,2.0,5,11307820
kk nagar,normalsale,0,house,allpub,paved,RH,21,2404,28,4.0,2.0,6,11040620
velachery,normalsale,1,commercial,allpub,noaccess,I,51,1675,43,2.0,1.0,4,13190720
chrompet,normalsale,0,other,nosewr,noaccess,RL,16,797,183,1.0,1.0,2,7160890
karapakkam,partial,0,other,elo,paved,C,20,1256,67,1.0,1.0,3,5643000
t nagar,normalsale,1,commercial,elo,gravel,RH,6,1938,24,2.0,1.0,5,22181670
chrompet,abnormal,1,commercial,allpub,paved,RM,34,757,99,1.0,1.0,2,11415700
karapakkam,partial,0,house,elo,paved,RL,32,520,130,1.0,1.0,2,4849000
karapakkam,family,1,commercial,nosewr,gravel,RM,23,878,82,1.0,1.0,2,10387250
adyar,abnormal,1,commercial,elo,gravel,A,18,927,29,1.0,1.0,3,10889570
velachery,partial,1,house,allpub,paved,RL,23,1751,18,2.0,1.0,4,10358610
chrompet,abnormal,0,other,nosewr,gravel,RM,30,764,36,1.0,1.0,2,8476180
velachery,adjland,0,commercial,allpub,noaccess,I,24,1674,2,2.0,1.0,4,13098030
velachery,family,1,house,elo,gravel,RL,14,1681,8,2.0,1.0,4,10644830
anna nagar,adjland,0,commercial,nosewr,paved,RL,31,1976,65,2.0,1.0,5,21473270
anna nagar,normalsale,0,house,elo,noaccess,RH,21,1505,79,1.0,1.0,4,9630420
karapakkam,normalsale,0,house,allpub,paved,RL,19,888,165,1.0,1.0,2,6428250
velachery,family,1,house,elo,noaccess,A,7,1680,24,2.0,1.0,4,7418190
karapakkam,family,1,other,nosewr,gravel,RH,23,631,62,1.0,1.0,2,6543375
chrompet,partial,1,house,nosewr,paved,RM,5,1227,151,2.0,1.0,4,10787350
karapakkam,abnormal,1,other,elo,paved,RL,41,1124,60,1.0,1.0,3,7827250
anna nagar,family,1,commercial,elo,paved,RM,30,1962,84,2.0,1.0,5,22449450
chrompet,partial,0,other,nosewr,paved,RL,12,1261,157,2.0,1.0,4,9718570
chrompet,family,0,commercial,nosewr,paved,RM,40,1164,63,1.0,1.0,3,13271000
kk nagar,normalsale,1,house,allpub,gravel,RH,6,1313,169,1.0,1.0,3,9414520
t nagar,adjland,1,commercial,allpub,noaccess,RL,39,1723,24,1.0,1.0,4,19909630
adyar,normalsale,1,commercial,nosewr,gravel,RL,37,1144,128,1.0,1.0,3,14926255
velachery,adjland,1,commercial,allpub,paved,RM,23,1740,83,2.0,1.0,4,16803310
chrompet,partial,1,other,nosewr,paved,RM,31,1163,3,1.0,1.0,3,10471560
