AREA,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALES_PRICE
kk nagar,abnormal,1,other,nosewr,gravel,RH,15,1365,2.0,1.0,4,9892600
kk nagar,partial,0,commercial,nosewr,gravel,RL,22,1933,3.0,2.0,5,15479240
karapakkam,normalsale,1,other,elo,paved,A,48,1128,1.0,1.0,3,5441000
adyar,family,0,other,elo,noaccess,C,24,846,1.0,1.0,3,5576560
karapakkam,partial,1,house,allpub,gravel,RL,39,1511,2.0,2.0,4,9268750
adyar,normalsale,1,other,allpub,noaccess,RL,13,976,1.0,1.0,3,9801395
chrompet,adjland,0,house,nosewr,paved,RM,26,823,1.0,1.0,3,8261100
karapakkam,normalsale,1,house,nosewr,gravel,RH,31,1101,1.0,1.0,3,7704750
adyar,abnormal,0,other,elo,noaccess,C,36,733,1.0,1.0,2,4886840
kk nagar,normalsale,1,house,allpub,gravel,RL,6,1723,2.0,1.0,4,11265520
chrompet,family,1,house,elo,gravel,RH,22,1216,2.0,1.0,4,9748900
chrompet,abnormal,1,commercial,elo,noaccess,RM,10,732,1.0,1.0,2,10847700
t nagar,adjland,1,commercial,allpub,paved,RL,39,1682,1.0,1.0,4,20180630
karapakkam,partial,1,house,nosewr,noaccess,A,8,701,1.0,1.0,2,3785500
chrompet,family,0,house,nosewr,gravel,RH,10,874,1.0,1.0,3,7586300
chrompet,partial,1,commercial,allpub,gravel,RM,16,1026,1.0,1.0,3,14211600
t nagar,abnormal,1,house,allpub,noaccess,RM,15,1884,2.0,1.0,5,14049650
t nagar,normalsale,1,commercial,nosewr,gravel,RM,32,1818,2.0,1.0,5,22024740
karapakkam,adjland,0,commercial,nosewr,gravel,I,34,1091,1.0,1.0,3,8994500
karapakkam,abnormal,0,house,nosewr,gravel,RM,29,1380,2.0,2.0,4,8624750
karapakkam,family,1,other,allpub,noaccess,C,34,1422,2.0,2.0,4,6792750
chrompet,partial,0,other,allpub,gravel,RM,7,1179,1.0,1.0,3,10696480
adyar,family,0,house,allpub,noaccess,C,30,1081,1.0,1.0,3,6190150
velachery,normalsale,1,commercial,elo,gravel,A,27,1513,2.0,1.0,4,12350640
chrompet,partial,0,house,elo,noaccess,RL,8,917,1.0,1.0,3,7110600
anna nagar,partial,0,other,allpub,gravel,RH,10,1816,2.0,1.0,5,13369230
t nagar,partial,1,other,elo,noaccess,RM,42,1888,2.0,1.0,5,14042030
chrompet,partial,0,house,elo,noaccess,RH,8,764,1.0,1.0,2,5670200
karapakkam,abnormal,0,other,elo,gravel,RH,19,916,1.0,1.0,3,6624750
velachery,abnormal,0,commercial,allpub,gravel,A,7,1814,3.0,2.0,5,13975040
kk nagar,partial,1,commercial,nosewr,paved,RH,12,1462,2.0,1.0,4,12928440
kk nagar,adjland,0,house,allpub,gravel,RL,21,1866,3.0,2.0,5,10822220
chrompet,family,1,commercial,nosewr,paved,RH,25,980,1.0,1.0,3,11847350
karapakkam,family,0,house,nosewr,noaccess,A,6,1354,2.0,2.0,4,4704500
kk nagar,family,1,other,nosewr,gravel,RH,18,1303,1.0,1.0,3,9356020
adyar,normalsale,0,other,allpub,noaccess,A,16,1234,2.0,2.0,4,7415240
chrompet,partial,0,other,elo,gravel,RM,21,840,1.0,1.0,3,8595550
anna nagar,adjland,0,house,elo,noaccess,RH,29,1977,2.0,1.0,5,11914830
karapakkam,abnormal,1,house,allpub,noaccess,RL,29,736,1.0,1.0,2,6304750
kk nagar,family,0,commercial,nosewr,gravel,RL,19,2363,4.0,2.0,6,18457180
adyar,adjland,0,other,nosewr,paved,C,39,1068,1.0,1.0,3,7586885
chrompet,family,1,house,allpub,gravel,RH,36,1109,1.0,1.0,3,9189800
velachery,partial,1,house,elo,paved,I,23,1587,2.0,1.0,4,8586060
chrompet,family,1,commercial,nosewr,gravel,RH,8,1261,2.0,1.0,4,15044200
anna nagar,adjland,0,commercial,elo,noaccess,RM,41,1971,2.0,1.0,5,21266520
karapakkam,adjland,0,other,nosewr,paved,RL,45,869,1.0,1.0,2,6282125
anna nagar,partial,1,commercial,elo,paved,RM,39,1548,1.0,1.0,4,18598580
kk nagar,abnormal,0,house,allpub,paved,RH,9,1540,2.0,1.0,4,8521180
kk nagar,family,1,other,allpub,paved,RH,27,1763,2.0,1.0,4,10388400
karapakkam,family,1,house,nosewr,paved,RL,11,830,1.0,1.0,2,7084250
chrompet,abnormal,1,house,nosewr,paved,RH,23,955,1.0,1.0,3,8059250
anna nagar,family,1,house,nosewr,gravel,RL,31,1895,2.0,1.0,5,13770420
adyar,family,1,other,nosewr,paved,A,8,1002,1.0,1.0,3,7731120
velachery,partial,1,commercial,nosewr,gravel,A,7,1860,3.0,2.0,5,14830590
karapakkam,adjland,0,commercial,nosewr,gravel,RH,29,756,1.0,1.0,2,8072750
karapakkam,abnormal,1,house,elo,gravel,I,14,1031,1.0,1.0,3,7121000
karapakkam,abnormal,1,commercial,elo,gravel,I,30,642,1.0,1.0,2,7374500
kk nagar,family,1,commercial,nosewr,gravel,RH,14,2339,4.0,2.0,6,18829680
t nagar,normalsale,1,house,elo,paved,RM,42,1777,1.0,1.0,4,13372090
kk nagar,partial,0,other,allpub,gravel,RH,26,2153,3.0,2.0,5,11127180
anna nagar,normalsale,1,commercial,elo,noaccess,RL,41,1685,1.0,1.0,4,18686820
kk nagar,normalsale,1,house,nosewr,gravel,RL,26,1410,2.0,1.0,4,9822520
t nagar,abnormal,0,other,nosewr,gravel,RL,18,1664,1.0,1.0,4,13427680
t nagar,family,1,other,nosewr,paved,RL,29,1692,1.0,1.0,4,13669910
chrompet,normalsale,1,other,elo,paved,RM,28,867,1.0,1.0,3,9455790
chrompet,abnormal,1,other,allpub,gravel,RH,7,1225,2.0,1.0,4,11116500
karapakkam,partial,1,commercial,nosewr,gravel,C,28,604,1.0,1.0,2,6497000
karapakkam,adjland,1,other,elo,gravel,I,36,666,1.0,1.0,2,6211750
chrompet,normalsale,0,house,nosewr,noaccess,RL,8,1015,1.0,1.0,3,7742000
kk nagar,partial,0,commercial,nosewr,gravel,RH,6,2194,3.0,2.0,5,16805520
kk nagar,adjland,1,commercial,nosewr,gravel,RH,11,2268,4.0,2.0,6,18815020
velachery,family,1,commercial,nosewr,noaccess,C,46,1880,3.0,2.0,5,13669670
kk nagar,normalsale,1,house,nosewr,gravel,RL,8,2197,3.0,2.0,5,12560760
chrompet,normalsale,0,house,allpub,gravel,RL,5,966,1.0,1.0,3,8952550
t nagar,family,0,other,elo,noaccess,RM,20,1779,1.0,1.0,4,13081220
anna nagar,partial,0,other,nosewr,noaccess,RL,12,1716,1.0,1.0,4,12188020
velachery,abnormal,0,house,nosewr,paved,RM,44,1838,3.0,2.0,5,9952680
karapakkam,abnormal,1,house,nosewr,paved,A,42,705,1.0,1.0,2,4027000
chrompet,family,0,commercial,allpub,paved,RL,9,1125,1.0,1.0,3,13090350
adyar,family,0,commercial,nosewr,gravel,RH,16,698,1.0,1.0,2,9879040
t nagar,family,1,house,nosewr,noaccess,RM,12,1853,2.0,1.0,5,13552840
chrompet,partial,1,house,nosewr,noaccess,RH,10,714,1.0,1.0,2,6677700
adyar,abnormal,1,commercial,elo,gravel,A,18,927,1.0,1.0,3,10889570
karapakkam,family,1,house,elo,noaccess,RL,40,1072,1.0,1.0,3,6677000
kk nagar,family,0,commercial,allpub,gravel,RL,6,2215,3.0,2.0,5,17812120
chrompet,family,0,other,nosewr,gravel,RM,36,878,1.0,1.0,3,8960460
velachery,family,1,other,allpub,gravel,C,13,1632,2.0,1.0,4,9962560
t nagar,normalsale,1,house,elo,paved,RL,32,1977,2.0,1.0,5,13968290
karapakkam,abnormal,1,other,nosewr,gravel,I,49,1009,1.0,1.0,3,6878625
karapakkam,normalsale,1,house,nosewr,gravel,A,14,1273,1.0,1.0,3,6590000
chrompet,partial,1,commercial,nosewr,paved,RM,26,1280,2.0,1.0,4,15311500
anna nagar,partial,1,other,nosewr,noaccess,RM,40,1878,2.0,1.0,5,14239590
chrompet,abnormal,1,other,nosewr,noaccess,RM,16,760,1.0,1.0,2,8519200
karapakkam,adjland,1,house,elo,paved,RL,42,1624,2.0,2.0,4,9170500
t nagar,adjland,1,commercial,nosewr,noaccess,RM,38,1527,1.0,1.0,4,18686210
adyar,adjland,1,other,nosewr,gravel,C,25,989,1.0,1.0,3,9040975
chrompet,family,1,commercial,allpub,noaccess,RL,28,1078,1.0,1.0,3,12846400
karapakkam,adjland,0,other,nosewr,noaccess,A,8,525,1.0,1.0,2,3081375
velachery,normalsale,1,house,nosewr,paved,A,20,1889,3.0,2.0,5,8941450
anna nagar,family,1,other,elo,paved,RM,14,1655,1.0,1.0,4,14119680
velachery,family,1,other,elo,gravel,C,46,1900,3.0,2.0,5,10080770
chrompet,abnormal,0,other,nosewr,noaccess,RL,21,834,1.0,1.0,3,7139330
karapakkam,normalsale,1,other,nosewr,noaccess,RM,41,1595,2.0,2.0,4,9495375
chrompet,normalsale,0,commercial,nosewr,noaccess,RH,28,1212,2.0,1.0,4,12383200
t nagar,abnormal,0,house,nosewr,paved,RM,35,1881,2.0,1.0,5,13196500
velachery,family,0,house,nosewr,paved,C,34,1538,2.0,1.0,4,6831380
karapakkam,abnormal,1,house,elo,paved,RM,50,790,1.0,1.0,2,6918500
velachery,family,0,commercial,elo,paved,C,11,1517,2.0,1.0,4,11671620
karapakkam,partial,0,commercial,nosewr,paved,RH,19,1261,1.0,1.0,3,9634250
kk nagar,abnormal,0,commercial,allpub,gravel,RM,8,1963,3.0,2.0,5,17131960
karapakkam,normalsale,1,house,elo,noaccess,A,45,698,1.0,1.0,2,3247750
karapakkam,family,0,house,nosewr,paved,RM,46,1124,1.0,1.0,3,7049500
kk nagar,adjland,0,house,nosewr,gravel,RH,10,1606,2.0,1.0,4,9261000
karapakkam,family,0,commercial,allpub,gravel,I,29,1062,1.0,1.0,3,8761750
anna nagar,normalsale,1,house,nosewr,noaccess,RH,43,1780,1.0,1.0,4,11574780
karapakkam,abnormal,1,commercial,allpub,gravel,A,50,1037,1.0,1.0,3,8090500
t nagar,abnormal,1,commercial,elo,noaccess,RH,11,1884,2.0,1.0,5,20497670
chrompet,normalsale,1,commercial,allpub,gravel,RL,33,1041,1.0,1.0,3,13738350
adyar,abnormal,1,commercial,allpub,noaccess,A,8,1027,1.0,1.0,3,11008020
anna nagar,adjland,0,house,elo,noaccess,RH,43,1986,2.0,1.0,5,11786460
karapakkam,abnormal,1,house,elo,gravel,C,24,1098,1.0,1.0,3,6465000
t nagar,family,0,house,nosewr,noaccess,RM,21,1536,1.0,1.0,4,11088470
kk nagar,family,0,commercial,nosewr,paved,RL,8,1392,2.0,1.0,4,12286360
karapakkam,adjland,0,house,nosewr,noaccess,RM,15,1505,2.0,2.0,4,8461750
kk nagar,abnormal,0,house,nosewr,paved,RL,14,1404,2.0,1.0,4,8511480
t nagar,adjland,1,commercial,allpub,noaccess,RL,39,1723,1.0,1.0,4,19909630
karapakkam,partial,1,house,nosewr,paved,C,26,1391,2.0,2.0,4,6642000
kk nagar,normalsale,1,commercial,allpub,paved,RL,22,2203,3.0,2.0,5,18055240
t nagar,adjland,0,commercial,nosewr,noaccess,RM,20,1808,2.0,1.0,5,20487250
chrompet,partial,1,house,nosewr,noaccess,RL,21,953,1.0,1.0,3,8050150
chrompet,normalsale,0,commercial,nosewr,noaccess,RH,36,1283,2.0,1.0,4,12502800
kk nagar,normalsale,1,other,nosewr,gravel,RL,20,1966,3.0,2.0,5,12383920
chrompet,abnormal,0,house,allpub,paved,RL,29,809,1.0,1.0,3,7347950
karapakkam,partial,1,house,elo,noaccess,RL,34,1570,2.0,2.0,4,8022500
karapakkam,abnormal,0,other,allpub,noaccess,RH,27,636,1.0,1.0,2,4706750
chrompet,family,0,other,elo,gravel,RH,33,905,1.0,1.0,3,7703200
karapakkam,normalsale,1,other,allpub,noaccess,C,10,1297,1.0,1.0,3,6835375
t nagar,family,0,house,nosewr,paved,RH,35,1806,2.0,1.0,5,11338200
karapakkam,abnormal,1,commercial,nosewr,noaccess,I,24,1243,1.0,1.0,3,9563000
karapakkam,adjland,1,other,elo,noaccess,RH,10,923,1.0,1.0,3,6996125
kk nagar,abnormal,0,commercial,allpub,paved,RM,8,1344,2.0,1.0,4,13112560
karapakkam,abnormal,0,commercial,nosewr,noaccess,I,42,701,1.0,1.0,2,5248500
velachery,abnormal,0,other,allpub,gravel,I,25,1969,3.0,2.0,5,10682000
chrompet,family,1,commercial,nosewr,gravel,RM,40,1041,1.0,1.0,3,13919200
kk nagar,normalsale,0,house,allpub,gravel,RL,27,2088,3.0,2.0,5,11028940
karapakkam,partial,0,other,elo,paved,C,20,1256,1.0,1.0,3,5643000
kk nagar,family,0,other,allpub,gravel,RH,23,1916,3.0,2.0,5,10655980
chrompet,normalsale,0,house,allpub,paved,RM,14,1034,1.0,1.0,3,9123700
karapakkam,family,0,commercial,nosewr,paved,RL,24,1053,1.0,1.0,3,9221000
velachery,adjland,0,commercial,nosewr,paved,I,46,2000,3.0,2.0,5,15108770
chrompet,abnormal,1,other,nosewr,noaccess,RH,15,816,1.0,1.0,3,7596170
karapakkam,partial,1,commercial,allpub,noaccess,A,50,806,1.0,1.0,2,5468500
chrompet,abnormal,0,house,nosewr,paved,RH,36,809,1.0,1.0,3,6511200
t nagar,normalsale,1,commercial,allpub,gravel,RM,10,1515,1.0,1.0,4,20003050
t nagar,abnormal,1,commercial,nosewr,noaccess,RH,34,1919,2.0,1.0,5,20496430
velachery,partial,0,house,elo,gravel,C,46,1897,3.0,2.0,5,7977570
chrompet,partial,1,other,elo,gravel,RL,21,870,1.0,1.0,3,9198650
anna nagar,partial,1,other,nosewr,gravel,RH,28,1666,1.0,1.0,4,13009590
kk nagar,partial,0,commercial,nosewr,gravel,RL,14,1790,3.0,2.0,5,14985280
chrompet,partial,1,house,nosewr,gravel,RM,38,929,1.0,1.0,3,9216700
karapakkam,partial,1,house,elo,paved,RL,33,997,1.0,1.0,3,7062250
kk nagar,normalsale,0,house,nosewr,paved,RH,30,2371,4.0,2.0,6,10463400
kk nagar,adjland,1,house,nosewr,paved,RM,8,2483,4.0,2.0,6,13867560
velachery,abnormal,0,house,allpub,paved,RM,33,1967,3.0,2.0,5,10826810
anna nagar,partial,1,house,elo,gravel,RM,45,1889,2.0,1.0,5,13841050
karapakkam,adjland,0,commercial,nosewr,paved,A,43,1275,1.0,1.0,3,8100250
velachery,normalsale,1,other,elo,noaccess,RL,5,1627,2.0,1.0,4,10449500
karapakkam,family,0,commercial,allpub,paved,A,46,1579,2.0,2.0,4,9343500
chrompet,adjland,1,other,allpub,gravel,RL,20,958,1.0,1.0,3,10542660
karapakkam,partial,0,house,allpub,noaccess,RH,15,1080,1.0,1.0,3,5811250
chrompet,family,0,other,allpub,noaccess,RH,39,1269,2.0,1.0,4,8350380
adyar,abnormal,0,house,allpub,gravel,C,8,1116,1.0,1.0,3,8072820
kk nagar,family,0,other,nosewr,gravel,RH,19,1429,2.0,1.0,4,8876760
chrompet,partial,1,commercial,nosewr,noaccess,RL,26,952,1.0,1.0,3,11517700
chrompet,abnormal,0,house,allpub,gravel,RM,39,1210,2.0,1.0,4,9967250
adyar,partial,0,commercial,nosewr,paved,I,25,1025,1.0,1.0,3,10934875
adyar,abnormal,1,commercial,nosewr,paved,I,14,1246,2.0,2.0,4,14393810
karapakkam,partial,0,commercial,allpub,gravel,A,22,1245,1.0,1.0,3,8458500
karapakkam,normalsale,0,house,nosewr,noaccess,RM,6,627,1.0,1.0,2,5829000
karapakkam,adjland,1,commercial,allpub,gravel,C,6,1017,1.0,1.0,3,9715500
adyar,family,0,other,allpub,gravel,A,17,700,1.0,1.0,2,5679255
karapakkam,abnormal,1,commercial,nosewr,gravel,I,43,1352,2.0,2.0,4,10937250
kk nagar,family,1,other,allpub,paved,RM,23,2174,3.0,2.0,5,13069740
kk nagar,family,0,other,nosewr,paved,RM,30,2157,3.0,2.0,5,11853140
velachery,partial,0,other,elo,paved,RH,35,1692,2.0,1.0,4,8840300
velachery,partial,1,commercial,nosewr,gravel,A,26,1649,2.0,1.0,4,12990820
anna nagar,abnormal,0,other,elo,gravel,RM,13,1744,1.0,1.0,4,14155830
anna nagar,adjland,1,commercial,allpub,noaccess,RH,12,1952,2.0,1.0,5,21690890
kk nagar,adjland,0,house,nosewr,paved,RM,9,2287,4.0,2.0,6,12339780
karapakkam,family,0,commercial,nosewr,gravel,C,40,954,1.0,1.0,3,7214000
velachery,abnormal,1,other,nosewr,paved,I,10,1594,2.0,1.0,4,9865200
chrompet,adjland,0,house,elo,noaccess,RM,40,871,1.0,1.0,3,7373000
velachery,adjland,1,other,elo,paved,I,15,1856,3.0,2.0,5,10973700
velachery,family,0,commercial,allpub,noaccess,I,16,1939,3.0,2.0,5,14412320
velachery,family,1,house,nosewr,paved,RM,26,1718,2.0,1.0,4,10894470
karapakkam,normalsale,1,house,allpub,paved,RL,33,1059,1.0,1.0,3,7849250
velachery,abnormal,1,house,nosewr,gravel,C,53,1506,2.0,1.0,4,7862110
adyar,abnormal,0,other,allpub,noaccess,I,24,944,1.0,1.0,3,7028960
anna nagar,normalsale,0,other,nosewr,gravel,RH,35,1857,2.0,1.0,5,13378610
t nagar,normalsale,0,house,nosewr,gravel,RL,23,1842,2.0,1.0,5,13040160
karapakkam,abnormal,0,commercial,nosewr,paved,RM,26,508,1.0,1.0,2,7124500
velachery,partial,0,commercial,nosewr,gravel,C,42,1742,2.0,1.0,4,12834440
adyar,normalsale,0,other,allpub,paved,RM,27,1248,2.0,2.0,4,11051205
adyar,partial,0,commercial,elo,paved,I,28,868,1.0,1.0,3,9626920
anna nagar,adjland,0,commercial,nosewr,paved,RL,35,1600,1.0,1.0,4,18127850
anna nagar,adjland,0,other,nosewr,paved,RM,41,1510,1.0,1.0,4,12537920
chrompet,adjland,0,other,nosewr,paved,RM,27,1262,2.0,1.0,4,10773390
karapakkam,partial,1,house,nosewr,noaccess,A,33,1040,1.0,1.0,3,4437750
velachery,abnormal,0,commercial,nosewr,paved,RL,46,1770,2.0,1.0,4,14482020
adyar,abnormal,0,house,elo,paved,RL,6,1243,2.0,2.0,4,9732090
adyar,partial,0,commercial,nosewr,paved,C,36,961,1.0,1.0,3,9724240
velachery,abnormal,1,house,allpub,noaccess,RM,34,1879,3.0,2.0,5,10920230
karapakkam,normalsale,0,house,nosewr,paved,RH,49,775,1.0,1.0,2,4981250
kk nagar,abnormal,0,commercial,nosewr,paved,RL,30,2060,3.0,2.0,5,16012600
chrompet,adjland,1,house,elo,gravel,RM,26,1210,2.0,1.0,4,11254700
anna nagar,family,1,house,allpub,noaccess,RM,28,1523,1.0,1.0,4,12010860
chrompet,adjland,0,house,allpub,gravel,RH,37,1118,1.0,1.0,3,8688350
adyar,normalsale,1,other,allpub,gravel,A,9,685,1.0,1.0,2,6980335
karapakkam,partial,0,other,allpub,gravel,RM,38,1201,1.0,1.0,3,8291375
chrompet,abnormal,1,other,elo,noaccess,RM,5,791,1.0,1.0,2,8747420
velachery,adjland,1,commercial,elo,paved,RH,39,1578,2.0,1.0,4,14049630
chrompet,adjland,0,other,allpub,noaccess,RH,17,943,1.0,1.0,3,7710860
chrompet,normalsale,0,commercial,nosewr,noaccess,RL,23,1165,1.0,1.0,3,12492250
kk nagar,adjland,0,commercial,nosewr,paved,RL,28,2458,4.0,2.0,6,18763360
velachery,normalsale,1,commercial,nosewr,gravel,RM,54,1531,2.0,1.0,4,14990730
karapakkam,normalsale,1,commercial,nosewr,gravel,C,24,895,1.0,1.0,3,8346000
kk nagar,family,0,commercial,nosewr,gravel,RM,16,2218,3.0,2.0,5,17961120
chrompet,abnormal,0,house,nosewr,paved,RL,37,1217,2.0,1.0,4,8829350
chrompet,abnormal,0,commercial,nosewr,paved,RL,7,946,1.0,1.0,3,11659850
anna nagar,normalsale,0,commercial,elo,gravel,RL,21,1832,2.0,1.0,5,20686670
velachery,abnormal,0,house,nosewr,noaccess,C,36,1889,3.0,2.0,5,7311370
kk nagar,partial,1,commercial,nosewr,paved,RH,15,1308,1.0,1.0,3,11861100
velachery,family,1,house,nosewr,noaccess,RL,48,1798,2.0,1.0,4,9409960
kk nagar,abnormal,0,house,nosewr,gravel,RL,13,1884,3.0,2.0,5,10499460
velachery,partial,0,house,nosewr,noaccess,RL,15,1876,3.0,2.0,5,9235150
anna nagar,partial,1,commercial,elo,noaccess,RH,18,1886,2.0,1.0,5,20007810
velachery,adjland,0,commercial,allpub,paved,RM,44,1938,3.0,2.0,5,16663130
velachery,partial,0,house,nosewr,noaccess,RH,26,1645,2.0,1.0,4,7579320
kk nagar,adjland,0,other,allpub,paved,RM,10,2286,4.0,2.0,6,13403120
chrompet,partial,1,other,elo,gravel,RL,7,855,1.0,1.0,3,9354600
karapakkam,partial,0,other,allpub,gravel,RH,9,591,1.0,1.0,2,5865875
anna nagar,adjland,0,commercial,nosewr,paved,RL,42,1846,2.0,1.0,5,20244990
chrompet,adjland,1,other,elo,gravel,RM,36,709,1.0,1.0,2,9332280
chrompet,abnormal,1,house,nosewr,paved,RH,16,946,1.0,1.0,3,8275800
chrompet,family,0,commercial,nosewr,noaccess,RL,18,1159,1.0,1.0,3,12415500
adyar,adjland,1,other,nosewr,paved,C,23,632,1.0,1.0,2,6859145
chrompet,partial,0,house,nosewr,paved,RH,32,757,1.0,1.0,2,6002600
karapakkam,adjland,1,other,nosewr,paved,RH,14,1370,2.0,2.0,4,9125250
kk nagar,family,0,house,nosewr,paved,RH,29,2158,3.0,2.0,5,9753980
velachery,family,0,commercial,nosewr,gravel,I,14,1803,3.0,2.0,5,14705880
karapakkam,family,0,commercial,nosewr,noaccess,RM,11,1530,2.0,2.0,4,12046250
anna nagar,normalsale,1,house,nosewr,paved,RH,30,1602,1.0,1.0,4,11557700
karapakkam,abnormal,1,commercial,allpub,noaccess,RH,15,640,1.0,1.0,2,7428250
kk nagar,adjland,1,other,nosewr,gravel,RM,6,1927,3.0,2.0,5,13484060
karapakkam,partial,1,commercial,nosewr,noaccess,RL,20,519,1.0,1.0,2,6802000
t nagar,abnormal,0,other,allpub,noaccess,RL,33,1515,1.0,1.0,4,11415610
t nagar,family,0,house,nosewr,paved,RH,17,1749,1.0,1.0,4,11351890
anna nagar,partial,0,house,nosewr,noaccess,RH,33,1977,2.0,1.0,5,11141710
kk nagar,adjland,0,other,nosewr,paved,RL,27,1666,2.0,1.0,4,10105060
adyar,normalsale,1,other,allpub,noaccess,C,13,1122,1.0,1.0,3,8599095
chrompet,partial,1,other,nosewr,noaccess,RL,4,1021,1.0,1.0,3,9201770
velachery,family,0,house,nosewr,gravel,A,33,1511,2.0,1.0,4,6702360
kk nagar,abnormal,0,commercial,nosewr,gravel,RH,23,1444,2.0,1.0,4,12429860
velachery,abnormal,1,commercial,allpub,paved,RH,48,1574,2.0,1.0,4,13737660
chrompet,adjland,0,commercial,allpub,gravel,RM,14,1166,1.0,1.0,3,14849300
velachery,family,0,house,nosewr,noaccess,RL,53,1817,3.0,2.0,5,8439410
anna nagar,adjland,0,other,nosewr,gravel,RH,26,1796,1.0,1.0,4,13465550
karapakkam,abnormal,1,other,nosewr,noaccess,RL,43,835,1.0,1.0,2,6410875
kk nagar,family,0,house,nosewr,gravel,RH,25,2207,3.0,2.0,5,10327100
karapakkam,abnormal,1,house,nosewr,paved,RL,32,651,1.0,1.0,2,6581500
adyar,adjland,1,house,elo,gravel,C,34,693,1.0,1.0,2,6879510
karapakkam,adjland,1,house,nosewr,noaccess,A,15,585,1.0,1.0,2,3906750
karapakkam,partial,0,commercial,nosewr,noaccess,A,33,516,1.0,1.0,2,3331750
adyar,abnormal,0,other,nosewr,gravel,RM,15,897,1.0,1.0,3,9850425
chrompet,adjland,0,house,elo,noaccess,RM,15,950,1.0,1.0,3,8197450
karapakkam,normalsale,0,commercial,allpub,gravel,RH,37,1272,1.0,1.0,3,10279750
chrompet,family,1,commercial,nosewr,paved,RM,8,851,1.0,1.0,3,12560200
chrompet,family,1,house,allpub,gravel,RH,38,888,1.0,1.0,3,8263500
kk nagar,family,0,house,allpub,paved,RH,7,1612,2.0,1.0,4,8599740
adyar,normalsale,0,commercial,nosewr,noaccess,A,25,890,1.0,1.0,3,8414875
adyar,family,1,commercial,nosewr,paved,RM,6,1297,2.0,2.0,4,16625090
anna nagar,adjland,1,other,elo,noaccess,RL,20,1666,1.0,1.0,4,13390780
kk nagar,adjland,0,house,allpub,gravel,RH,23,1819,3.0,2.0,5,10033660
karapakkam,adjland,0,other,allpub,noaccess,RL,18,687,1.0,1.0,2,5913625
velachery,partial,0,other,elo,noaccess,A,29,1545,2.0,1.0,4,6074780
velachery,normalsale,1,commercial,elo,noaccess,I,25,1957,3.0,2.0,5,15199450
kk nagar,abnormal,0,house,nosewr,gravel,RL,17,1470,2.0,1.0,4,9163340
adyar,family,1,house,nosewr,noaccess,RM,32,923,1.0,1.0,3,8839880
anna nagar,partial,0,house,nosewr,paved,RM,9,1909,2.0,1.0,5,13381530
karapakkam,family,0,commercial,nosewr,noaccess,I,45,1074,1.0,1.0,3,7260750
karapakkam,normalsale,0,house,allpub,paved,A,6,828,1.0,1.0,2,4158500
anna nagar,normalsale,0,commercial,nosewr,paved,RL,20,1880,2.0,1.0,5,20562600
velachery,normalsale,0,house,elo,paved,I,50,1626,2.0,1.0,4,7257400
adyar,family,1,other,elo,paved,A,15,1063,1.0,1.0,3,7733125
velachery,abnormal,0,commercial,elo,paved,I,43,1574,2.0,1.0,4,12053310
chrompet,partial,0,other,nosewr,paved,RH,35,1052,1.0,1.0,3,7871490
karapakkam,family,0,house,nosewr,noaccess,I,44,680,1.0,1.0,2,3404000
velachery,normalsale,1,other,allpub,paved,RL,18,1754,2.0,1.0,4,11481960
t nagar,partial,1,house,nosewr,gravel,RL,45,1894,2.0,1.0,5,13549250
velachery,partial,0,house,elo,noaccess,I,19,1553,2.0,1.0,4,6766430
chrompet,family,0,house,nosewr,gravel,RM,12,806,1.0,1.0,3,8636400
karapakkam,family,0,house,nosewr,noaccess,I,24,1445,2.0,2.0,4,5856500
kk nagar,normalsale,1,house,allpub,gravel,RM,10,2034,3.0,2.0,5,12823400
velachery,normalsale,0,other,nosewr,paved,RH,10,1937,3.0,2.0,5,10670850
kk nagar,partial,1,other,nosewr,paved,RL,19,2419,4.0,2.0,6,13039560
karapakkam,family,0,commercial,allpub,noaccess,A,10,1114,1.0,1.0,3,7099500
chrompet,abnormal,1,commercial,allpub,gravel,RM,16,923,1.0,1.0,3,13639800
karapakkam,family,1,other,elo,paved,I,19,586,1.0,1.0,2,5333000
kk nagar,partial,1,other,nosewr,gravel,RM,12,2434,4.0,2.0,6,14361720
velachery,family,0,commercial,nosewr,noaccess,I,18,1552,2.0,1.0,4,11881010
t nagar,partial,1,commercial,nosewr,gravel,RH,42,1939,2.0,1.0,5,21141390
kk nagar,abnormal,0,house,allpub,paved,RM,30,1583,2.0,1.0,4,9588000
chrompet,normalsale,1,other,elo,noaccess,RL,8,1057,1.0,1.0,3,9364090
adyar,family,0,commercial,elo,gravel,RM,28,723,1.0,1.0,2,10969920
chrompet,normalsale,1,commercial,nosewr,paved,RM,17,1288,2.0,1.0,4,15780550
chrompet,partial,1,other,allpub,noaccess,RL,27,1010,1.0,1.0,3,8777950
karapakkam,normalsale,0,commercial,nosewr,noaccess,RL,23,1632,2.0,2.0,4,11760250
chrompet,adjland,0,other,allpub,paved,RH,15,733,1.0,1.0,2,7487660
kk nagar,adjland,0,house,nosewr,paved,RM,7,2149,3.0,2.0,5,11840340
kk nagar,family,0,house,nosewr,gravel,RL,15,1554,2.0,1.0,4,9444500
